CustomerKey,FirstName,LastName,FullName,BirthDate,MaritalStatus,Gender,YearlyIncome,TotalChildren,NumberChildrenAtHome,Education,Occupation,HouseOwnerFlag,NumberCarsOwned,AddressLine1,DateFirstPurchase,CommuteDistance
20679,Dakota,Jenkins,"Jenkins, Dakota",14-05-1966 00:00,M,M,60000,0,0,Graduate Degree,Professional,1,0,6711 Frayne Ct.,26-03-2016 00:00,2-5 Miles
20680,Ashley,Anderson,"Anderson, Ashley",19-07-1966 00:00,S,F,60000,0,0,Graduate Degree,Professional,1,0,1867 Buchanan Rd.,23-06-2015 00:00,2-5 Miles
20681,Walter,Moreno,"Moreno, Walter",28-04-1969 00:00,S,M,70000,5,5,Graduate Degree,Professional,1,2,3413 Sequoia Woods Pl.,05-02-2016 00:00,2-5 Miles
20682,John,Davis,"Davis, John",16-10-1969 00:00,M,M,80000,2,0,Graduate Degree,Professional,1,0,6011 Driftwood Dr.,12-07-2016 00:00,0-1 Miles
20683,Amanda,Mitchell,"Mitchell, Amanda",21-08-1969 00:00,M,F,80000,3,0,Graduate Degree,Professional,1,0,9636 Gatter Court,02-07-2016 00:00,0-1 Miles
20684,Olivia,Lee,"Lee, Olivia",28-01-1969 00:00,M,F,80000,3,0,Graduate Degree,Professional,1,0,4778 Geary Road,26-07-2016 00:00,0-1 Miles
20685,Mariah,Powell,"Powell, Mariah",01-01-1965 00:00,M,F,40000,0,0,Bachelors,Professional,0,1,6011 Lindenwood Drive,28-08-2016 00:00,0-1 Miles
20686,Lucas,Nelson,"Nelson, Lucas",07-04-1965 00:00,S,M,40000,0,0,Bachelors,Professional,1,1,8634 Valley Blvd.,05-08-2016 00:00,2-5 Miles
20687,Rebecca,Campbell,"Campbell, Rebecca",04-02-1965 00:00,S,F,40000,0,0,Bachelors,Professional,0,1,9750 W. Watson Court,27-10-2016 00:00,2-5 Miles
20688,Steven,Ramirez,"Ramirez, Steven",11-09-1965 00:00,M,M,50000,3,3,Bachelors,Skilled Manual,1,1,5046 Queens Road,,2-5 Miles
20689,Connor,Green,"Green, Connor",08-07-1965 00:00,M,M,50000,3,3,Bachelors,Skilled Manual,1,2,840 Charlotte Ave.,03-06-2016 00:00,2-5 Miles
20690,Nathaniel,Torres,"Torres, Nathaniel",04-11-1965 00:00,M,M,50000,3,3,Bachelors,Skilled Manual,1,2,4062 Highland Circle,16-12-2016 00:00,2-5 Miles
20691,Eduardo,Smith,"Smith, Eduardo",14-02-1965 00:00,M,M,60000,0,0,Graduate Degree,Professional,1,0,3424 Rambling Lane,24-03-2016 00:00,0-1 Miles
20692,John,Lewis,"Lewis, John",06-12-1965 00:00,M,M,60000,0,0,Graduate Degree,Professional,1,0,8321 Marina Lakes Dr.,06-10-2016 00:00,0-1 Miles
20693,Zachary,Perry,"Perry, Zachary",10-09-1965 00:00,S,M,60000,0,0,Graduate Degree,Professional,0,1,5545 Clown Court,28-08-2016 00:00,0-1 Miles
20694,Daniel,Anderson,"Anderson, Daniel",12-04-1964 00:00,M,M,60000,4,4,Bachelors,Skilled Manual,1,2,3330 Hawes Street,02-03-2016 00:00,2-5 Miles
20695,Joshua,Brown,"Brown, Joshua",08-02-1964 00:00,M,M,60000,4,4,Bachelors,Skilled Manual,1,2,181 Gainsborough Drive,27-12-2016 00:00,2-5 Miles
20696,Ethan,Gonzales,"Gonzales, Ethan",21-06-1964 00:00,M,M,60000,4,4,Bachelors,Skilled Manual,0,2,9592 Adelia Court,08-02-2016 00:00,0-1 Miles
20697,Stefanie,Schmidt,"Schmidt, Stefanie",26-12-1964 00:00,M,F,60000,4,4,Bachelors,Skilled Manual,1,3,1147 Delta Way,13-12-2016 00:00,10+ Miles
20698,Darren,Chandra,"Chandra, Darren",19-03-1964 00:00,M,M,60000,4,4,Bachelors,Skilled Manual,1,3,6130 Alderwood Lane,28-05-2016 00:00,5-10 Miles
20699,Hunter,Wang,"Wang, Hunter",13-02-1964 00:00,S,M,60000,4,2,Bachelors,Skilled Manual,0,2,3478 Glenwood Dr,05-08-2016 00:00,0-1 Miles
20700,Marcus,Scott,"Scott, Marcus",02-08-1964 00:00,M,M,60000,4,2,Bachelors,Skilled Manual,1,2,4292 Oak Street,05-08-2016 00:00,2-5 Miles
20701,Liz,Anderson,"Anderson, Liz",23-07-1964 00:00,S,F,60000,4,2,Bachelors,Skilled Manual,0,2,5884 Blue Ridge,28-08-2016 00:00,0-1 Miles
20702,Oscar,Ross,"Ross, Oscar",08-09-1963 00:00,S,M,70000,4,2,Bachelors,Skilled Manual,0,2,7104 Roland Ct.,21-07-2016 00:00,0-1 Miles
20703,Seth,White,"White, Seth",26-05-1963 00:00,S,M,70000,4,2,Bachelors,Professional,1,2,6573 Helene Court,09-08-2016 00:00,2-5 Miles
20704,Shane,Rodriguez,"Rodriguez, Shane",21-02-1963 00:00,M,M,70000,4,2,Bachelors,Professional,1,2,9670 Walnut Pl.,03-10-2016 00:00,2-5 Miles
20705,Kevin,Roberts,"Roberts, Kevin",02-09-1968 00:00,M,M,70000,0,0,Bachelors,Professional,0,1,4893 Kiska Court,03-04-2016 00:00,0-1 Miles
20706,Haley,Gonzalez,"Gonzalez, Haley",18-03-1968 00:00,S,F,70000,0,0,Bachelors,Professional,1,1,449 Running Springs Road,29-08-2016 00:00,2-5 Miles
20707,Danielle,Stewart,"Stewart, Danielle",08-01-1968 00:00,S,F,70000,0,0,Bachelors,Professional,0,1,1163 Bella Vista,20-08-2016 00:00,2-5 Miles
20708,Devin,Thompson,"Thompson, Devin",10-09-1963 00:00,S,M,70000,4,2,Bachelors,Professional,1,3,618 Oak Street,31-07-2015 00:00,2-5 Miles
20709,Samuel,Evans,"Evans, Samuel",12-06-1963 00:00,M,M,70000,0,0,Bachelors,Professional,0,1,3522 B Wildbrook Ct.,06-08-2016 00:00,0-1 Miles
20710,Andres,Raje,"Raje, Andres",08-11-1974 00:00,M,M,40000,1,1,Bachelors,Skilled Manual,1,0,6296 Elmonte Drive,30-01-2015 00:00,1-2 Miles
20711,Ebony,Sanz,"Sanz, Ebony",05-01-1974 00:00,M,F,40000,1,1,Bachelors,Skilled Manual,1,0,4817 Crow St.,27-02-2015 00:00,1-2 Miles
20712,Colin,Huang,"Huang, Colin",21-07-1974 00:00,M,M,40000,1,1,Bachelors,Skilled Manual,1,0,4833 Kirkwood Drive,20-02-2015 00:00,1-2 Miles
20713,Kathleen,Gill,"Gill, Kathleen",16-09-1972 00:00,S,F,10000,0,0,Partial High School,Manual,0,2,3951 Panoramic Avenue,21-02-2015 00:00,1-2 Miles
20714,Christine,Beck,"Beck, Christine",16-07-1972 00:00,S,F,20000,0,0,Partial High School,Manual,0,2,5841 Longview Rd.,13-03-2016 00:00,0-1 Miles
20715,Henry,Kapoor,"Kapoor, Henry",22-06-1972 00:00,S,M,20000,0,0,Partial High School,Manual,0,2,Hauptstr 6035,09-08-2016 00:00,0-1 Miles
20716,Kristina,Arun,"Arun, Kristina",13-09-1973 00:00,M,F,40000,1,1,Bachelors,Skilled Manual,1,1,Waldstr 29,05-05-2015 00:00,0-1 Miles
20717,Chelsea,Ray,"Ray, Chelsea",06-03-1973 00:00,S,F,40000,0,0,Graduate Degree,Skilled Manual,0,0,7332 Saddlewood,26-02-2015 00:00,1-2 Miles
20718,Ricky,Ruiz,"Ruiz, Ricky",24-12-1972 00:00,S,M,30000,0,0,High School,Manual,1,1,7304 Mt. Palomar Pl.,27-02-2015 00:00,2-5 Miles
20719,Lawrence,Alvarez,"Alvarez, Lawrence",20-08-1972 00:00,S,M,30000,0,0,High School,Manual,0,1,Am Karlshof 2462,21-05-2015 00:00,1-2 Miles
20720,Regina,Subram,"Subram, Regina",04-07-1972 00:00,S,F,30000,0,0,High School,Manual,0,1,Husemann Straße 4444,10-05-2015 00:00,2-5 Miles
20721,Hailey,Perry,"Perry, Hailey",09-07-1971 00:00,S,F,10000,0,0,Partial High School,Manual,1,2,514 Rambling Lane,10-08-2016 00:00,1-2 Miles
20722,Kellie,Serrano,"Serrano, Kellie",24-04-1972 00:00,S,F,40000,2,2,Partial College,Clerical,1,0,Postfach 8 11 55,30-06-2015 00:00,1-2 Miles
20723,Cedric,Zhu,"Zhu, Cedric",26-12-1971 00:00,S,M,20000,0,0,Partial High School,Manual,0,2,Bundesallee 7567,21-07-2016 00:00,1-2 Miles
20724,Ebony,Vance,"Vance, Ebony",08-01-1971 00:00,S,F,20000,0,0,Partial High School,Manual,1,2,2590 Concord,25-07-2016 00:00,1-2 Miles
20725,Linda,Romero,"Romero, Linda",04-04-1971 00:00,S,F,20000,0,0,Partial High School,Manual,1,2,7357 Scottsdale Road,17-12-2016 00:00,1-2 Miles
20726,Beth,Romero,"Romero, Beth",18-08-1971 00:00,S,F,30000,0,0,High School,Manual,0,1,Auf den Kuhlen Straße 7,16-06-2015 00:00,2-5 Miles
20727,Arturo,Ye,"Ye, Arturo",13-01-1970 00:00,S,M,40000,2,2,Partial College,Clerical,1,0,Kulmer Straße 3,21-11-2016 00:00,0-1 Miles
20728,Cedric,Chande,"Chande, Cedric",14-12-1970 00:00,S,M,40000,2,2,Partial College,Clerical,1,0,"70, rue de l´Esplanade",07-06-2016 00:00,1-2 Miles
20729,Aimee,Zhou,"Zhou, Aimee",20-10-1971 00:00,M,F,40000,2,2,Partial College,Clerical,0,1,Postfach 99 01 01,22-06-2016 00:00,0-1 Miles
20730,Aaron,Shan,"Shan, Aaron",15-06-1971 00:00,S,M,40000,2,2,Partial College,Clerical,1,2,1896 Anyway Street,05-06-2016 00:00,1-2 Miles
20731,Andre,Kovár,"Kovár, Andre",14-06-1970 00:00,S,M,50000,0,0,Graduate Degree,Skilled Manual,0,0,Buergermeister-ulrich-str 44990,01-04-2016 00:00,1-2 Miles
20732,Joshua,Walker,"Walker, Joshua",25-03-1975 00:00,S,M,40000,3,3,Partial College,Clerical,1,0,5030 Blue Ridge Dr.,06-03-2016 00:00,0-1 Miles
20733,Sheena,Luo,"Luo, Sheena",07-12-1974 00:00,S,F,40000,3,3,Partial College,Clerical,1,2,1462 West Cliff Place,26-05-2016 00:00,0-1 Miles
20734,Luis,Phillips,"Phillips, Luis",17-07-1974 00:00,M,M,50000,0,0,Graduate Degree,Skilled Manual,1,0,2156 Temple Court,29-05-2016 00:00,0-1 Miles
20735,Caitlin,Cooper,"Cooper, Caitlin",23-10-1974 00:00,M,F,50000,0,0,Graduate Degree,Skilled Manual,1,0,3511 B Eagle Peak Rd.,16-08-2016 00:00,1-2 Miles
20736,Alexandra,Howard,"Howard, Alexandra",13-06-1975 00:00,S,F,40000,4,4,Partial College,Clerical,1,1,4399 Shuey Ave,10-07-2015 00:00,1-2 Miles
20737,Victoria,Griffin,"Griffin, Victoria",03-07-1929 00:00,M,F,20000,2,0,Partial College,Clerical,0,2,764 Nahua,,1-2 Miles
20738,Alex,Kelly,"Kelly, Alex",22-07-1966 00:00,M,M,60000,0,0,Graduate Degree,Skilled Manual,1,0,6327 Mount Olivet Ct.,30-09-2016 00:00,0-1 Miles
20739,Kaitlyn,Carter,"Carter, Kaitlyn",24-09-1953 00:00,S,F,10000,2,1,High School,Manual,1,2,9002 Kathleen Drive,11-03-2016 00:00,1-2 Miles
20740,Kathryn,Sharma,"Sharma, Kathryn",09-06-1953 00:00,M,F,10000,2,1,High School,Manual,1,2,1161 Pine Hollow Road,03-07-2016 00:00,0-1 Miles
20741,Jocelyn,Foster,"Foster, Jocelyn",26-09-1953 00:00,S,F,20000,2,0,High School,Manual,1,2,7943 C. Mounthood,26-04-2016 00:00,1-2 Miles
20742,Isabella,Stewart,"Stewart, Isabella",17-02-1953 00:00,M,F,20000,2,0,High School,Manual,0,2,1132 Plymouth Dr.,07-10-2016 00:00,0-1 Miles
20743,Arianna,Howard,"Howard, Arianna",14-07-1953 00:00,M,F,20000,2,0,High School,Manual,0,2,5295 Magnolia Drive,02-11-2016 00:00,0-1 Miles
20744,Amanda,Barnes,"Barnes, Amanda",01-03-1953 00:00,M,F,20000,2,0,High School,Manual,0,2,4020 Alum Rock Drive,08-12-2016 00:00,0-1 Miles
20745,Mariah,Price,"Price, Mariah",04-06-1954 00:00,M,F,20000,2,0,Partial High School,Manual,0,2,2298 Pinto Rd,14-05-2016 00:00,1-2 Miles
20746,Christina,Torres,"Torres, Christina",27-02-1954 00:00,M,F,20000,2,0,Partial High School,Manual,0,2,8808 Geneva Ave,29-03-2016 00:00,1-2 Miles
20747,Melody,Vazquez,"Vazquez, Melody",25-11-1954 00:00,M,F,20000,3,0,Partial High School,Clerical,0,2,1915 Stanley Dollar Dr.,06-12-2016 00:00,0-1 Miles
20748,Stephanie,Watson,"Watson, Stephanie",05-10-1954 00:00,S,F,20000,3,0,Partial High School,Clerical,1,2,4192 Mines Road,18-04-2016 00:00,1-2 Miles
20749,Joan,Morgan,"Morgan, Joan",15-04-1954 00:00,M,F,30000,1,0,High School,Clerical,1,1,1800 Honey Court,01-12-2016 00:00,2-5 Miles
20750,Katherine,King,"King, Katherine",26-09-1954 00:00,M,F,40000,1,0,Partial College,Clerical,1,1,9632 K St.,24-08-2016 00:00,0-1 Miles
20751,Jermaine,Arthur,"Arthur, Jermaine",20-10-1955 00:00,M,M,30000,1,0,High School,Clerical,0,2,890 Ridgeview Dr,15-12-2016 00:00,1-2 Miles
20752,Christian,Simmons,"Simmons, Christian",15-09-1955 00:00,M,M,30000,1,0,High School,Clerical,0,2,1930 Many Lane,13-10-2016 00:00,0-1 Miles
20753,Taylor,Kelly,"Kelly, Taylor",22-11-1955 00:00,M,F,30000,1,0,High School,Clerical,0,2,2425 Notre Dame Ave,23-12-2016 00:00,1-2 Miles
20754,Ian,Davis,"Davis, Ian",12-05-1955 00:00,M,M,30000,2,0,High School,Skilled Manual,1,2,7490 Sharon Dr,02-09-2016 00:00,1-2 Miles
20755,Alex,Lopez,"Lopez, Alex",04-06-1955 00:00,M,M,40000,1,0,Partial College,Clerical,1,1,2236 California St.,18-08-2016 00:00,0-1 Miles
20756,Marcus,Griffin,"Griffin, Marcus",25-01-1956 00:00,M,M,30000,2,0,High School,Skilled Manual,0,2,1240 Dayton Court,06-09-2016 00:00,0-1 Miles
20757,Alexia,Powell,"Powell, Alexia",17-06-1956 00:00,M,F,30000,2,0,High School,Skilled Manual,0,2,2120 Mark Twain Dr,,0-1 Miles
20758,Jesse,Sanders,"Sanders, Jesse",05-03-1956 00:00,M,M,30000,2,0,High School,Skilled Manual,1,2,4393 Chianti Pl.,21-04-2016 00:00,1-2 Miles
20759,Teresa,Serrano,"Serrano, Teresa",20-05-1956 00:00,M,F,40000,1,0,Partial College,Clerical,1,1,2888 Woodbury Place,22-06-2016 00:00,0-1 Miles
20760,Thomas,Alexander,"Alexander, Thomas",19-09-1956 00:00,M,M,40000,1,0,Partial College,Clerical,1,1,6934 Dos Encinas,07-11-2016 00:00,1-2 Miles
20761,Jonathan,Washington,"Washington, Jonathan",12-11-1956 00:00,M,M,40000,1,0,Partial College,Clerical,1,1,8496 La Salle Ct.,18-05-2016 00:00,1-2 Miles
20762,Jennifer,King,"King, Jennifer",12-10-1957 00:00,M,F,30000,2,0,High School,Skilled Manual,1,2,2583 Cypress Ave.,17-12-2016 00:00,1-2 Miles
20763,Lucas,Carter,"Carter, Lucas",13-08-1957 00:00,M,M,30000,2,0,High School,Skilled Manual,1,2,1585 Larkspur,21-06-2016 00:00,1-2 Miles
20764,Christian,Taylor,"Taylor, Christian",16-01-1957 00:00,M,M,30000,2,0,High School,Skilled Manual,0,2,7770 Springwood Court,18-05-2016 00:00,0-1 Miles
20765,Wyatt,Lopez,"Lopez, Wyatt",19-05-1957 00:00,M,M,40000,1,0,Partial College,Clerical,1,1,1590 Mildred Ln.,13-08-2016 00:00,1-2 Miles
20766,Charles,Morgan,"Morgan, Charles",10-04-1958 00:00,M,M,40000,2,0,Partial College,Clerical,1,1,8691 Balhan Court,30-03-2016 00:00,0-1 Miles
20767,Rachel,Thomas,"Thomas, Rachel",23-09-1958 00:00,S,F,40000,2,0,Partial College,Clerical,1,1,1141 Redwood Road,28-09-2016 00:00,1-2 Miles
20768,Marshall,Nara,"Nara, Marshall",24-02-1958 00:00,S,M,40000,2,0,Partial College,Clerical,1,1,7011 Oak Dr.,22-09-2016 00:00,1-2 Miles
20769,Michelle,Sanders,"Sanders, Michelle",03-04-1958 00:00,M,F,40000,2,0,Partial College,Clerical,1,1,6860 Megan Dr,14-05-2016 00:00,0-1 Miles
20770,Carlos,Mitchell,"Mitchell, Carlos",14-05-1958 00:00,M,M,80000,5,0,Graduate Degree,Skilled Manual,1,0,7405 Dolores Way,13-11-2016 00:00,1-2 Miles
20771,Madeline,Edwards,"Edwards, Madeline",15-12-1958 00:00,M,F,80000,4,0,Graduate Degree,Skilled Manual,1,0,9062 Melrose Place,11-11-2016 00:00,1-2 Miles
20772,Samantha,Garcia,"Garcia, Samantha",08-04-1958 00:00,S,F,80000,4,0,Graduate Degree,Skilled Manual,1,0,3155 Meadowbrook Court,,1-2 Miles
20773,Natalie,Rodriguez,"Rodriguez, Natalie",08-03-1958 00:00,S,F,80000,4,0,Graduate Degree,Skilled Manual,0,0,9051 Rising Dawn Way,09-12-2016 00:00,0-1 Miles
20774,Anthony,Miller,"Miller, Anthony",07-07-1958 00:00,S,M,80000,4,0,Graduate Degree,Skilled Manual,1,0,8537 Partridge Dr.,07-10-2016 00:00,1-2 Miles
20775,Bruce,Alonso,"Alonso, Bruce",24-06-1959 00:00,M,M,40000,2,0,Partial College,Clerical,1,1,4867 Rosebuck Way,,0-1 Miles
20776,Haley,Long,"Long, Haley",11-10-1959 00:00,M,F,40000,2,0,Partial College,Clerical,1,1,23 Stonewood Ct.,19-05-2016 00:00,0-1 Miles
20777,Carly,Sharma,"Sharma, Carly",08-10-1959 00:00,M,F,60000,4,0,Graduate Degree,Skilled Manual,1,0,3503 Springwood Way,,1-2 Miles
20778,Seth,Ramirez,"Ramirez, Seth",04-10-1959 00:00,M,M,60000,4,0,Graduate Degree,Skilled Manual,1,0,2702 North Ridge Dr.,29-12-2016 00:00,1-2 Miles
20779,Maria,Russell,"Russell, Maria",08-08-1959 00:00,M,F,60000,4,0,Graduate Degree,Skilled Manual,1,0,1331 H St.,20-02-2016 00:00,0-1 Miles
20780,Michael,White,"White, Michael",23-01-1959 00:00,M,M,60000,4,0,Graduate Degree,Skilled Manual,1,0,7270 Pepperidge Way,20-07-2016 00:00,1-2 Miles
20781,Kayla,Lee,"Lee, Kayla",11-10-1959 00:00,M,F,60000,4,0,Graduate Degree,Skilled Manual,1,0,2335 Linden Land,22-09-2016 00:00,1-2 Miles
20782,Alan,Ye,"Ye, Alan",07-05-1959 00:00,M,M,60000,4,0,Graduate Degree,Skilled Manual,1,0,370 Pine Creek Way,13-09-2016 00:00,0-1 Miles
20783,Amanda,Collins,"Collins, Amanda",17-03-1959 00:00,M,F,60000,4,0,Graduate Degree,Skilled Manual,1,0,9663 East 38th St,26-11-2016 00:00,1-2 Miles
20784,Eduardo,Walker,"Walker, Eduardo",21-02-1959 00:00,M,M,60000,4,0,Graduate Degree,Skilled Manual,1,0,6379 Yellowood Place,,1-2 Miles
20785,Isabella,Taylor,"Taylor, Isabella",21-02-1972 00:00,S,F,50000,0,0,Graduate Degree,Skilled Manual,1,0,7377 Rain Drop Circle,08-09-2016 00:00,1-2 Miles
20786,Marcus,Perez,"Perez, Marcus",20-11-1972 00:00,M,M,50000,0,0,Graduate Degree,Skilled Manual,1,0,3092 Gabriela,19-10-2016 00:00,0-1 Miles
20787,Bridget,Pal,"Pal, Bridget",03-08-1973 00:00,M,F,40000,0,0,Graduate Degree,Skilled Manual,1,0,6179 Norris Court,21-09-2016 00:00,1-2 Miles
20788,Sara,Gonzalez,"Gonzalez, Sara",16-07-1973 00:00,S,F,40000,1,0,Graduate Degree,Skilled Manual,1,0,4413 Harvard Drive,,1-2 Miles
20789,Miguel,Williams,"Williams, Miguel",15-07-1973 00:00,M,M,40000,1,0,Graduate Degree,Skilled Manual,0,0,5402 Panorama Drive,14-04-2016 00:00,0-1 Miles
20790,Kayla,Harrison,"Harrison, Kayla",06-06-1973 00:00,M,F,40000,1,0,Graduate Degree,Skilled Manual,1,0,5966 El Molino Dr.,21-07-2016 00:00,1-2 Miles
20791,Ryan,Patterson,"Patterson, Ryan",05-02-1973 00:00,M,M,40000,1,0,Graduate Degree,Skilled Manual,1,0,1301 Burwood Way,03-06-2016 00:00,1-2 Miles
20792,Hailey,Rivera,"Rivera, Hailey",04-07-1971 00:00,M,F,60000,1,0,Graduate Degree,Skilled Manual,1,0,3718 Greenway Drive,01-10-2016 00:00,1-2 Miles
20793,Gary,Martin,"Martin, Gary",04-10-1970 00:00,S,M,10000,0,0,Graduate Degree,Manual,1,0,"88, avenue de Villiers",25-08-2016 00:00,0-1 Miles
20794,Brenda,Rana,"Rana, Brenda",08-02-1962 00:00,M,F,10000,1,0,Graduate Degree,Manual,1,0,"281, rue Mazagran",04-11-2016 00:00,0-1 Miles
20795,Emmanuel,Subram,"Subram, Emmanuel",18-05-1962 00:00,S,M,10000,1,0,Graduate Degree,Manual,1,0,"331, rue Pierre-Demoulin",10-07-2016 00:00,0-1 Miles
20796,Claudia,Guo,"Guo, Claudia",16-08-1961 00:00,S,F,10000,1,0,Bachelors,Manual,1,0,"334, rue Maillard",16-06-2016 00:00,0-1 Miles
20797,Dawn,Hu,"Hu, Dawn",22-08-1958 00:00,M,F,10000,1,0,Bachelors,Manual,1,0,"6698, avenue de Villiers",11-06-2016 00:00,0-1 Miles
20798,Mathew,Munoz,"Munoz, Mathew",04-09-1958 00:00,M,M,10000,1,0,Bachelors,Manual,1,0,Husemann Straße 9514,10-07-2016 00:00,0-1 Miles
20799,Peter,Raje,"Raje, Peter",24-08-1958 00:00,M,M,20000,1,0,Graduate Degree,Clerical,1,0,Alderweg 4849,,0-1 Miles
20800,Connor,Jenkins,"Jenkins, Connor",16-11-1957 00:00,M,M,10000,1,0,Bachelors,Manual,1,0,2542 Pinecrest Court,17-11-2016 00:00,0-1 Miles
20801,Ronald,Chandra,"Chandra, Ronald",24-11-1957 00:00,S,M,10000,1,0,Partial College,Manual,1,0,6852 Elderwood Drive,22-06-2016 00:00,0-1 Miles
20802,Jon,Li,"Li, Jon",24-02-1957 00:00,S,M,10000,2,0,Partial College,Manual,1,0,"191, rue de Cambrai",12-06-2016 00:00,0-1 Miles
20803,Nicole,Rodriguez,"Rodriguez, Nicole",16-02-1956 00:00,S,F,10000,2,0,Partial College,Manual,1,0,"5717, rue de Berri",16-09-2016 00:00,0-1 Miles
20804,Katelyn,Torres,"Torres, Katelyn",11-11-1955 00:00,M,F,10000,2,0,Partial College,Manual,1,0,2186 Rock Creek Pl,24-07-2016 00:00,0-1 Miles
20805,Brandon,Williams,"Williams, Brandon",12-09-1955 00:00,M,M,10000,2,0,Partial College,Manual,1,0,Zimmerstr 242,23-09-2016 00:00,0-1 Miles
20806,James,Lopez,"Lopez, James",26-02-1955 00:00,M,M,10000,2,0,Partial College,Manual,1,0,3387 El Campo Ct.,08-07-2016 00:00,0-1 Miles
20807,Jordan,Foster,"Foster, Jordan",03-07-1955 00:00,M,M,10000,2,0,Partial College,Manual,1,1,3853 Wildcat Circle,28-02-2015 00:00,0-1 Miles
20808,Julie,Jai,"Jai, Julie",18-05-1955 00:00,M,F,10000,2,0,Partial College,Manual,1,1,Moritzstr 45,09-06-2015 00:00,0-1 Miles
20809,Benjamin,Anderson,"Anderson, Benjamin",13-05-1954 00:00,M,M,10000,2,0,Partial College,Manual,1,1,9300 Ptarmigan Drive,28-08-2016 00:00,2-5 Miles
20810,Brittney,He,"He, Brittney",23-12-1941 00:00,M,F,10000,2,0,Partial College,Manual,1,1,"30, rue de la Cavalerie",02-09-2016 00:00,0-1 Miles
20811,Calvin,Shan,"Shan, Calvin",18-07-1942 00:00,S,M,40000,1,0,Graduate Degree,Clerical,1,0,1064 Almond Drive,04-03-2015 00:00,0-1 Miles
20812,Preston,Prasad,"Prasad, Preston",17-02-1980 00:00,S,M,10000,0,0,Partial College,Manual,0,1,4222 San Jose Dr.,10-12-2014 00:00,0-1 Miles
20813,Michael,Rothkugel,"Rothkugel, Michael",12-04-1979 00:00,M,M,10000,0,0,Partial College,Manual,1,1,3552 Mildred Ln.,,2-5 Miles
20814,Margaret,Lu,"Lu, Margaret",01-04-1979 00:00,S,F,10000,0,0,Partial College,Manual,1,1,4554 Bates Court,19-12-2014 00:00,1-2 Miles
20815,Tracy,Andersen,"Andersen, Tracy",05-02-1979 00:00,S,F,10000,0,0,Partial College,Manual,1,1,5157 Maywood Lane,21-12-2014 00:00,2-5 Miles
20816,Connor,Ross,"Ross, Connor",12-07-1980 00:00,M,M,20000,0,0,Bachelors,Clerical,1,0,6093 Olivera Road,20-12-2014 00:00,0-1 Miles
20817,Geoffrey,Rodriguez,"Rodriguez, Geoffrey",07-04-1978 00:00,S,M,10000,0,0,Partial College,Manual,0,1,2036 Bellwood Court,08-12-2014 00:00,0-1 Miles
20818,Rachel,Powell,"Powell, Rachel",13-07-1977 00:00,S,F,10000,0,0,High School,Manual,0,2,1488 Cambelback Place,29-12-2014 00:00,0-1 Miles
20819,Raymond,Madan,"Madan, Raymond",21-02-1979 00:00,S,M,20000,0,0,Bachelors,Clerical,1,0,8790 Geary Court,04-12-2014 00:00,0-1 Miles
20820,Kathleen,Rubio,"Rubio, Kathleen",14-06-1979 00:00,M,F,20000,0,0,Bachelors,Clerical,1,0,4803 Panoramic Ave.,02-12-2014 00:00,0-1 Miles
20821,Hany,Morcos,"Morcos, Hany",25-08-1978 00:00,M,M,20000,0,0,Bachelors,Clerical,1,0,7028 Stonedale,11-12-2014 00:00,0-1 Miles
20822,Shannon,Ruiz,"Ruiz, Shannon",03-08-1977 00:00,S,M,20000,0,0,Partial College,Manual,0,0,1318 Pinehurst Court,22-12-2014 00:00,0-1 Miles
20823,Troy,Martinez,"Martinez, Troy",28-04-1977 00:00,M,M,20000,0,0,Partial College,Manual,1,0,6759 Greenbrier Street,30-12-2014 00:00,0-1 Miles
20824,Derek,Xu,"Xu, Derek",10-05-1943 00:00,S,M,30000,1,0,Bachelors,Clerical,1,0,1111 Bayview Cr,13-03-2015 00:00,0-1 Miles
20825,Pamela,Kapoor,"Kapoor, Pamela",04-12-1943 00:00,M,F,40000,1,0,Graduate Degree,Clerical,1,0,240 Crowm Court,30-03-2015 00:00,0-1 Miles
20826,Jillian,Raman,"Raman, Jillian",12-05-1961 00:00,S,F,20000,1,1,Partial College,Manual,0,0,"76, rue Montcalm",01-08-2016 00:00,0-1 Miles
20827,Jillian,Perez,"Perez, Jillian",06-09-1961 00:00,S,F,20000,1,1,Partial College,Manual,0,0,"1, rue de la Cavalerie",29-07-2016 00:00,1-2 Miles
20828,Jaclyn,Shan,"Shan, Jaclyn",17-02-1961 00:00,M,F,30000,4,0,Graduate Degree,Clerical,1,0,Marketplatz 5193,07-06-2015 00:00,0-1 Miles
20829,Andy,Diaz,"Diaz, Andy",15-11-1961 00:00,M,M,30000,4,0,Graduate Degree,Clerical,1,0,Marketplatz 5193,24-06-2015 00:00,0-1 Miles
20830,Whitney,Martinez,"Martinez, Whitney",19-01-1961 00:00,M,F,30000,4,0,Graduate Degree,Clerical,1,0,Krönerweg 9619,01-06-2015 00:00,0-1 Miles
20831,Drew,Xu,"Xu, Drew",06-06-1961 00:00,M,M,30000,4,0,Graduate Degree,Clerical,1,0,Alderweg 7,15-06-2015 00:00,0-1 Miles
20832,Kelvin,Tang,"Tang, Kelvin",09-05-1961 00:00,S,M,30000,3,0,Graduate Degree,Clerical,1,0,5308 Logan Court,04-03-2015 00:00,0-1 Miles
